year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level
2024,Australia,3,Technology,Medium,629,2.86,99.0,84.9,91.66,High
2019,Nigeria,1,Agriculture,Large,27496,1.32,68.1,22.1,6.84,Low
2025,Nigeria,1,Automotive,Large,28141,1.09,70.0,62.9,69.02,High
2023,Mexico,2,Healthcare,Large,40289,1.9,96.6,64.5,68.39,High
2023,France,3,Legal,Small,9,2.47,99.0,87.4,51.18,Medium
2025,Mexico,2,Government,Small,61,1.86,96.3,72.0,54.5,Medium
2019,South Korea,3,Technology,Large,1064,3.28,98.4,93.4,77.22,High
2021,Germany,3,Government,Small,16,2.01,91.7,87.6,27.85,Low
2018,Israel,3,Agriculture,Small,82,2.33,98.1,75.5,4.44,Low
2022,Japan,3,Media & Entertainment,Medium,391,2.37,91.0,86.5,59.55,High
2018,Australia,3,Government,Large,31229,2.95,99.0,84.7,24.88,Low
2022,Japan,3,Retail,Small,70,2.8,99.0,85.7,39.32,Medium
2019,United Kingdom,3,Manufacturing,Large,12258,2.64,99.0,90.5,58.38,High
2020,India,1,Agriculture,Small,6,1.08,52.7,51.2,6.63,Low
2022,France,3,Retail,Small,32,2.82,99.0,97.2,32.92,Medium
2018,Canada,3,Retail,Small,16,2.8,99.0,96.6,14.64,Low
2020,China,2,Media & Entertainment,Large,32241,2.31,59.5,67.6,63.44,High
2022,Sweden,3,Manufacturing,Medium,717,2.45,99.0,92.3,62.99,High
2024,Israel,3,Government,Small,38,2.98,99.0,65.3,47.91,Medium
2020,South Korea,3,Media & Entertainment,Medium,915,2.49,87.3,100.0,52.61,Medium
2024,Singapore,3,Healthcare,Small,45,2.67,99.0,74.4,73.91,High
2025,Nigeria,1,Gaming,Small,99,1.4,52.9,42.5,46.83,Medium
2025,Sweden,3,Automotive,Large,47410,3.0,99.0,91.8,97.0,High
2021,United Kingdom,3,Manufacturing,Medium,733,2.23,99.0,93.0,45.19,Medium
2021,Morocco,1,Agriculture,Medium,418,1.56,42.7,61.6,15.04,Low
2022,Israel,3,Agriculture,Small,96,2.49,93.4,92.3,28.56,Low
2023,United States,3,Financial Services,Large,35758,2.64,89.7,94.1,97.0,High
2020,Sweden,3,Gaming,Small,62,2.42,99.0,79.6,39.7,Medium
2024,Singapore,3,Education,Medium,592,3.01,99.0,66.3,66.84,High
2022,India,1,Media & Entertainment,Large,7078,1.27,67.4,54.6,72.17,High
2018,Germany,3,Technology,Small,92,2.68,99.0,100.0,30.99,Medium
2021,Nigeria,1,Manufacturing,Large,9336,1.4,53.3,33.0,26.13,Low
2022,Brazil,2,Agriculture,Large,37273,1.8,79.9,70.3,33.54,Medium
2018,Japan,3,Retail,Medium,740,2.35,97.1,71.1,32.45,Medium
2025,Canada,3,Agriculture,Large,40878,2.72,92.8,91.2,76.24,High
2024,South Africa,1,Government,Large,5481,1.11,85.3,42.9,46.97,Medium
2023,Singapore,3,Manufacturing,Small,58,3.18,89.1,71.2,58.67,High
2023,Canada,3,Retail,Medium,530,2.71,96.5,79.2,69.26,High
2021,Canada,3,Technology,Small,18,2.48,97.8,94.4,52.83,Medium
2021,Morocco,1,Media & Entertainment,Medium,685,1.41,62.4,44.6,24.04,Low
2025,India,1,Media & Entertainment,Medium,185,1.53,59.5,66.1,71.91,High
2021,Singapore,3,Education,Large,13523,2.89,93.6,100.0,56.95,High
2022,United States,3,Healthcare,Medium,403,2.65,99.0,76.8,73.71,High
2019,France,3,Agriculture,Small,5,2.67,90.1,84.1,3.46,Low
2021,China,2,Government,Medium,322,2.1,76.2,65.1,26.23,Low
2023,Canada,3,Legal,Medium,656,1.96,99.0,96.7,54.95,Medium
2025,Israel,3,Healthcare,Medium,891,2.23,99.0,96.1,97.0,High
2020,Singapore,3,Education,Small,46,2.18,99.0,97.4,25.65,Low
2019,South Korea,3,Automotive,Large,38617,2.76,99.0,88.3,69.54,High
2025,Australia,3,Healthcare,Medium,247,2.92,99.0,86.8,78.6,High
2020,Israel,3,Government,Large,37224,3.12,98.2,86.4,52.42,Medium
2020,Canada,3,Gaming,Medium,281,2.33,99.0,85.6,58.01,High
2025,United States,3,Agriculture,Small,13,2.36,99.0,80.4,55.71,High
2024,Japan,3,Legal,Medium,467,2.69,99.0,88.0,65.48,High
2020,Nigeria,1,Financial Services,Small,86,1.47,69.5,48.5,19.07,Low
2019,South Africa,1,Agriculture,Medium,999,1.0,59.5,24.1,2.0,Low
2019,Australia,3,Automotive,Small,94,2.09,99.0,89.8,30.4,Medium
2019,Germany,3,Financial Services,Medium,345,2.81,96.6,100.0,38.78,Medium
2025,United Kingdom,3,Government,Large,39137,2.71,99.0,97.9,93.8,High
2021,Morocco,1,Retail,Medium,160,1.27,61.8,41.2,23.56,Low
2025,Singapore,3,Legal,Large,10770,2.76,97.3,89.7,91.69,High
2024,Netherlands,3,Agriculture,Small,45,2.83,99.0,87.4,37.8,Medium
2018,United Kingdom,3,Healthcare,Large,33737,2.34,99.0,80.1,67.77,High
2024,Japan,3,Technology,Large,34808,2.63,99.0,96.3,97.0,High
2022,Netherlands,3,Automotive,Small,12,2.81,94.9,96.1,53.1,Medium
2021,China,2,Automotive,Small,61,1.45,87.6,69.7,42.76,Medium
2018,Germany,3,Education,Small,7,2.86,98.6,100.0,8.97,Low
2023,France,3,Automotive,Small,31,2.74,86.3,86.8,43.78,Medium
2021,Canada,3,Government,Medium,383,2.44,99.0,92.2,35.17,Medium
2025,Israel,3,Technology,Small,58,2.48,96.4,100.0,88.12,High
2021,Canada,3,Technology,Medium,372,2.79,99.0,96.5,71.1,High
2024,Nigeria,1,Education,Small,80,1.44,53.7,26.7,36.24,Medium
2019,Brazil,2,Education,Small,61,1.92,73.8,57.1,9.45,Low
2025,Mexico,2,Healthcare,Large,27609,2.1,80.1,74.4,83.29,High
2020,Egypt,1,Media & Entertainment,Large,19981,0.61,67.6,53.4,36.51,Medium
2020,South Korea,3,Technology,Medium,944,2.73,96.3,97.1,66.42,High
2019,Germany,3,Manufacturing,Small,10,2.65,99.0,86.2,24.73,Low
2020,Canada,3,Gaming,Small,25,2.5,99.0,78.7,40.54,Medium
2018,Japan,3,Manufacturing,Medium,212,2.32,99.0,90.4,33.54,Medium
2024,Singapore,3,Financial Services,Medium,913,2.84,94.8,92.7,93.35,High
2024,Japan,3,Gaming,Medium,719,2.7,99.0,79.4,82.07,High
2023,United States,3,Automotive,Small,42,2.79,93.9,89.1,67.13,High
2020,China,2,Government,Large,24470,2.38,74.4,66.1,39.12,Medium
2021,United Kingdom,3,Media & Entertainment,Small,55,2.7,93.0,100.0,40.18,Medium
2019,Nigeria,1,Healthcare,Medium,316,1.04,55.7,50.0,15.56,Low
2021,Australia,3,Healthcare,Medium,292,2.03,99.0,100.0,59.52,High
2025,Singapore,3,Government,Large,43691,2.42,99.0,89.2,90.45,High
2023,Germany,3,Gaming,Small,67,2.68,95.1,88.7,61.17,High
2025,Singapore,3,Manufacturing,Small,6,3.44,99.0,100.0,75.5,High
2018,Nigeria,1,Technology,Small,27,0.93,52.3,45.1,2.0,Low
2024,Netherlands,3,Media & Entertainment,Medium,486,2.87,85.4,91.0,85.35,High
2018,United Kingdom,3,Technology,Large,36278,3.05,93.5,90.6,77.4,High
2022,Egypt,1,Legal,Large,25253,1.16,57.4,31.7,37.24,Medium
2025,Japan,3,Gaming,Medium,879,2.64,92.6,76.6,93.68,High
2023,United States,3,Automotive,Medium,237,2.26,99.0,100.0,72.77,High
2021,Japan,3,Manufacturing,Medium,823,2.66,99.0,100.0,50.66,Medium
2024,Nigeria,1,Retail,Large,26292,1.92,66.5,49.9,55.3,High
2023,Singapore,3,Technology,Large,7076,2.54,99.0,91.2,97.0,High
2024,China,2,Retail,Medium,787,1.74,78.4,70.6,68.54,High
2021,Australia,3,Legal,Medium,414,2.35,99.0,100.0,38.43,Medium
2019,India,1,Education,Large,49012,0.46,60.7,38.0,33.59,Medium
2025,Canada,3,Retail,Large,24039,2.66,98.5,100.0,92.1,High
2021,Nigeria,1,Media & Entertainment,Small,72,1.57,60.7,59.8,13.06,Low
2019,Egypt,1,Manufacturing,Large,3525,1.36,61.4,46.4,32.04,Medium
2021,United Kingdom,3,Technology,Large,42034,2.64,99.0,100.0,97.0,High
2024,France,3,Legal,Small,69,2.15,99.0,71.8,49.61,Medium
2021,United Kingdom,3,Legal,Medium,760,2.1,99.0,84.9,37.59,Medium
2019,Brazil,2,Gaming,Medium,795,1.57,65.8,76.1,23.64,Low
2024,India,1,Financial Services,Large,49652,0.81,57.1,56.1,95.25,High
2021,Netherlands,3,Government,Small,38,2.88,94.8,65.6,22.04,Low
2021,Australia,3,Media & Entertainment,Small,24,2.41,99.0,89.2,38.72,Medium
2024,Canada,3,Gaming,Medium,746,3.26,96.8,100.0,94.67,High
2021,South Africa,1,Manufacturing,Medium,799,1.59,58.8,54.0,36.18,Medium
2019,Mexico,2,Media & Entertainment,Large,8614,1.85,88.0,71.5,32.17,Medium
2021,Sweden,3,Automotive,Small,13,3.13,96.6,86.5,45.54,Medium
2018,South Africa,1,Retail,Medium,789,1.24,49.0,46.8,15.35,Low
2020,China,2,Agriculture,Medium,995,2.2,87.2,66.1,11.58,Low
2025,South Korea,3,Agriculture,Large,28188,2.64,99.0,68.9,67.57,High
2020,United States,3,Healthcare,Medium,619,2.4,99.0,94.8,56.8,High
2020,Netherlands,3,Agriculture,Large,24862,1.89,99.0,71.4,38.0,Medium
2025,India,1,Education,Large,2029,0.54,66.0,28.1,93.07,High
2025,India,1,Legal,Small,56,1.59,51.1,64.8,56.36,High
2025,Netherlands,3,Manufacturing,Small,68,2.45,93.1,92.8,82.06,High
2020,Morocco,1,Gaming,Large,19030,1.72,60.7,55.2,38.45,Medium
2022,United States,3,Manufacturing,Medium,691,2.74,93.6,95.0,64.97,High
2020,Netherlands,3,Media & Entertainment,Small,26,2.56,99.0,78.6,29.03,Low
2025,Singapore,3,Education,Small,56,2.6,99.0,83.8,70.82,High
2019,Israel,3,Retail,Small,37,2.88,99.0,91.3,20.42,Low
2019,France,3,Manufacturing,Small,38,2.74,99.0,86.4,13.68,Low
2024,Egypt,1,Education,Medium,954,0.86,63.9,61.4,41.18,Medium
2023,China,2,Manufacturing,Small,12,2.15,79.3,69.0,56.45,High
2019,South Korea,3,Retail,Small,46,2.72,86.3,91.1,19.34,Low
2021,France,3,Financial Services,Small,79,2.54,99.0,76.5,35.74,Medium
2024,Morocco,1,Retail,Large,15450,1.88,69.0,61.2,54.24,Medium
2022,Egypt,1,Healthcare,Medium,609,0.86,72.1,70.3,34.44,Medium
2018,South Africa,1,Education,Small,10,1.4,57.3,57.6,5.74,Low
2023,South Korea,3,Financial Services,Small,94,2.46,98.2,93.0,52.07,Medium
2023,United Kingdom,3,Retail,Small,79,2.12,99.0,93.8,55.22,High
2020,Egypt,1,Education,Small,16,1.82,56.1,57.9,7.37,Low
2018,Netherlands,3,Government,Small,94,2.94,99.0,90.8,2.0,Low
2018,Israel,3,Education,Medium,626,3.06,91.1,76.0,29.83,Low
2024,Canada,3,Media & Entertainment,Large,4514,2.46,99.0,71.1,97.0,High
2018,Mexico,2,Technology,Large,16459,1.93,66.5,77.1,36.59,Medium
2019,Australia,3,Media & Entertainment,Medium,559,2.07,97.2,98.1,21.97,Low
2024,Nigeria,1,Financial Services,Small,91,0.92,60.8,47.3,42.24,Medium
2022,Netherlands,3,Agriculture,Large,42789,2.48,85.8,92.5,48.57,Medium
2021,France,3,Gaming,Medium,172,2.29,99.0,100.0,61.56,High
2018,United States,3,Technology,Large,1864,2.34,99.0,100.0,79.74,High
2024,South Africa,1,Media & Entertainment,Large,4876,1.27,45.8,53.8,78.46,High
2024,Mexico,2,Automotive,Large,4266,1.89,90.7,71.5,68.51,High
2024,Canada,3,Manufacturing,Large,29251,2.5,99.0,97.9,96.9,High
2020,Morocco,1,Legal,Small,84,1.33,52.7,54.1,2.0,Low
2018,Brazil,2,Gaming,Small,33,1.79,78.0,84.4,19.65,Low
2025,Australia,3,Automotive,Medium,240,2.71,99.0,97.9,84.37,High
2018,China,2,Automotive,Small,63,1.91,82.6,88.3,13.91,Low
2019,Australia,3,Education,Large,17963,2.35,99.0,100.0,27.18,Low
2022,Canada,3,Education,Large,13735,2.55,99.0,100.0,72.02,High
2020,Sweden,3,Legal,Small,31,2.57,97.4,100.0,26.99,Low
2025,Netherlands,3,Financial Services,Large,21132,2.3,99.0,87.9,97.0,High
2022,United States,3,Agriculture,Medium,933,2.12,89.8,70.8,31.54,Medium
2018,Singapore,3,Media & Entertainment,Medium,253,3.23,99.0,72.6,42.91,Medium
2020,Netherlands,3,Financial Services,Medium,730,2.65,99.0,97.3,55.36,High
2020,France,3,Legal,Medium,462,2.77,98.6,81.3,31.87,Medium
2024,India,1,Agriculture,Medium,856,1.26,43.1,44.5,45.83,Medium
2021,Egypt,1,Manufacturing,Large,27453,1.1,39.5,63.4,43.24,Medium
2019,United Kingdom,3,Government,Small,39,2.78,99.0,92.7,24.8,Low
2020,Australia,3,Automotive,Small,37,2.44,99.0,100.0,26.67,Low
2019,Canada,3,Manufacturing,Medium,232,2.59,97.0,79.9,32.01,Medium
2021,South Africa,1,Government,Large,14472,1.26,65.6,47.5,28.54,Low
2018,Germany,3,Education,Large,9031,3.06,93.7,100.0,36.43,Medium
2023,China,2,Education,Small,28,1.87,73.2,71.8,41.0,Medium
2018,Morocco,1,Retail,Small,95,1.06,58.2,53.5,2.0,Low
2020,Morocco,1,Technology,Small,93,1.19,69.5,42.4,19.03,Low
2024,France,3,Media & Entertainment,Medium,606,2.91,99.0,87.1,84.46,High
2024,China,2,Legal,Medium,491,2.27,79.6,61.6,67.09,High
2021,India,1,Financial Services,Medium,595,1.42,58.1,64.4,46.07,Medium
2020,Nigeria,1,Retail,Large,10366,1.52,61.9,41.0,23.04,Low
2021,Germany,3,Technology,Large,11208,2.38,99.0,97.9,90.35,High
2023,Mexico,2,Healthcare,Medium,314,2.17,73.0,96.1,57.34,High
2024,Sweden,3,Manufacturing,Medium,518,2.58,99.0,89.3,72.78,High
2024,Germany,3,Agriculture,Small,27,2.34,98.2,80.1,44.29,Medium
2024,Japan,3,Financial Services,Large,46440,2.52,99.0,91.6,96.45,High
2025,France,3,Education,Medium,857,2.88,99.0,93.7,70.37,High
2020,Sweden,3,Technology,Small,80,2.72,99.0,89.4,41.92,Medium
2023,South Africa,1,Media & Entertainment,Large,24674,1.09,49.7,61.8,56.34,High
2018,South Korea,3,Healthcare,Small,33,2.45,99.0,75.0,25.69,Low
2020,United Kingdom,3,Technology,Medium,764,2.39,97.9,79.3,57.92,High
2019,China,2,Agriculture,Large,44746,1.6,85.1,58.2,15.0,Low
2021,Japan,3,Manufacturing,Small,66,2.36,85.1,100.0,33.92,Medium
2018,India,1,Healthcare,Small,67,1.06,72.2,47.7,10.88,Low
2024,Egypt,1,Financial Services,Medium,926,1.57,55.6,60.2,63.45,High
2021,Germany,3,Retail,Small,71,2.4,96.5,100.0,38.95,Medium
2025,France,3,Education,Large,23650,2.86,99.0,77.6,88.82,High
2018,United States,3,Agriculture,Small,87,2.37,95.0,87.6,3.66,Low
2021,India,1,Agriculture,Medium,878,1.15,48.5,52.4,21.21,Low
2023,United States,3,Technology,Small,46,2.5,99.0,91.5,64.16,High
2022,Israel,3,Automotive,Medium,610,2.71,97.4,86.0,71.78,High
2019,South Korea,3,Automotive,Medium,607,2.77,99.0,98.7,35.62,Medium
2024,Singapore,3,Agriculture,Large,23480,2.1,99.0,68.2,63.73,High
2019,United Kingdom,3,Healthcare,Large,37901,2.39,94.2,64.0,73.63,High
2025,United States,3,Manufacturing,Small,98,2.75,92.7,100.0,75.48,High
2019,Brazil,2,Technology,Large,7286,2.21,78.0,73.2,48.28,Medium
2024,Singapore,3,Government,Small,78,2.63,99.0,74.8,46.28,Medium
2020,Israel,3,Media & Entertainment,Large,18602,2.4,82.0,82.7,97.0,High
2023,Brazil,2,Financial Services,Large,25937,2.15,71.3,56.4,61.89,High
2018,South Africa,1,Government,Medium,704,0.88,60.3,22.8,2.0,Low
2021,Nigeria,1,Financial Services,Medium,392,1.57,63.6,46.7,21.36,Low
2023,Australia,3,Media & Entertainment,Large,11747,2.73,90.0,84.8,80.19,High
2019,United States,3,Healthcare,Large,4956,2.85,98.6,81.6,68.63,High
2021,United Kingdom,3,Technology,Medium,868,2.43,99.0,79.2,72.02,High
2025,Germany,3,Agriculture,Medium,963,2.56,89.3,78.4,67.25,High
2023,France,3,Financial Services,Large,20301,2.65,99.0,100.0,84.16,High
2024,India,1,Automotive,Small,56,0.78,62.0,68.7,62.66,High
2021,Netherlands,3,Government,Large,18369,2.67,99.0,71.2,49.6,Medium
2025,Brazil,2,Automotive,Medium,308,2.09,76.9,69.9,68.25,High
2023,Morocco,1,Healthcare,Large,40735,1.36,65.7,64.9,59.81,High
2021,Morocco,1,Gaming,Large,13190,1.29,61.1,46.8,44.3,Medium
2021,France,3,Government,Small,36,2.8,99.0,97.4,27.22,Low
2023,Sweden,3,Technology,Large,15201,2.67,99.0,94.2,97.0,High
2024,South Africa,1,Gaming,Small,99,0.88,67.0,61.2,59.97,High
2023,South Africa,1,Financial Services,Medium,686,1.51,51.0,53.2,49.54,Medium
2018,Japan,3,Agriculture,Small,99,2.34,99.0,93.1,2.0,Low
2023,Singapore,3,Gaming,Medium,188,2.31,99.0,84.1,92.29,High
2021,Japan,3,Manufacturing,Large,38039,2.62,99.0,77.7,70.59,High
2021,Morocco,1,Retail,Small,93,1.27,59.3,45.8,15.73,Low
2018,United States,3,Manufacturing,Large,43330,2.81,95.2,90.4,55.28,High
2024,Mexico,2,Gaming,Medium,327,1.92,71.9,88.5,74.01,High
2024,India,1,Media & Entertainment,Large,5344,1.36,62.9,53.9,88.53,High
2018,Nigeria,1,Media & Entertainment,Medium,224,1.27,71.3,51.3,5.67,Low
2023,United States,3,Manufacturing,Medium,939,1.85,92.3,100.0,75.31,High
2023,South Africa,1,Financial Services,Large,18500,1.75,43.2,57.8,71.41,High
2018,Mexico,2,Technology,Small,65,2.21,93.2,81.3,9.9,Low
2022,Canada,3,Technology,Small,79,2.69,99.0,100.0,56.6,High
2023,India,1,Media & Entertainment,Large,34675,1.73,61.2,57.3,77.9,High
2022,Sweden,3,Healthcare,Medium,148,2.82,99.0,86.4,67.62,High
2018,China,2,Financial Services,Medium,683,1.57,83.0,77.2,36.27,Medium
2021,Australia,3,Financial Services,Small,36,2.61,96.4,85.2,34.61,Medium
2019,South Africa,1,Legal,Medium,742,0.88,61.2,57.4,7.2,Low
2022,Germany,3,Legal,Small,89,2.33,90.9,88.5,30.74,Medium
2019,Egypt,1,Technology,Large,18378,1.04,57.1,61.1,33.14,Medium
2019,United Kingdom,3,Manufacturing,Medium,960,2.52,90.3,79.5,42.41,Medium
2020,Netherlands,3,Government,Large,29677,2.73,94.3,94.5,53.74,Medium
2019,South Korea,3,Technology,Medium,583,2.51,98.8,85.8,46.01,Medium
2022,Japan,3,Automotive,Large,35393,2.04,91.6,100.0,76.37,High
2020,Japan,3,Technology,Large,12842,2.32,99.0,86.5,78.06,High
2022,Singapore,3,Education,Small,23,2.74,99.0,83.3,43.23,Medium
2023,Japan,3,Media & Entertainment,Large,28005,2.24,85.7,99.9,85.77,High
2022,China,2,Technology,Medium,138,1.4,86.9,47.6,71.12,High
2023,China,2,Agriculture,Large,28429,2.04,74.2,43.3,50.96,Medium
2023,Singapore,3,Media & Entertainment,Medium,908,2.91,99.0,83.2,76.47,High
2020,South Korea,3,Automotive,Medium,231,3.05,99.0,100.0,40.11,Medium
2022,United Kingdom,3,Retail,Medium,677,2.66,94.7,87.4,53.97,Medium
2021,Nigeria,1,Manufacturing,Medium,224,1.45,53.2,54.0,29.2,Low
2019,China,2,Financial Services,Medium,173,1.61,84.5,61.4,42.46,Medium
2018,Egypt,1,Retail,Medium,478,1.33,65.3,62.5,8.0,Low
2024,Mexico,2,Manufacturing,Large,46242,2.06,99.0,78.7,77.58,High
2021,Egypt,1,Agriculture,Medium,678,1.53,51.9,41.8,13.31,Low
2024,Nigeria,1,Government,Small,6,1.38,62.0,53.4,39.48,Medium
2022,United States,3,Government,Large,44723,2.57,99.0,82.3,64.04,High
2019,United States,3,Healthcare,Small,46,2.59,93.3,81.5,40.87,Medium
2018,China,2,Education,Small,11,1.8,84.0,82.6,10.76,Low
2019,Mexico,2,Government,Large,39902,2.03,84.8,56.4,18.34,Low
2025,Australia,3,Financial Services,Small,36,2.63,99.0,97.4,72.95,High
2025,Egypt,1,Healthcare,Large,47954,1.09,72.9,69.3,75.37,High
2024,South Korea,3,Gaming,Large,31802,1.97,86.2,96.1,97.0,High
2020,Egypt,1,Technology,Small,43,1.09,48.4,54.5,22.35,Low
2022,Australia,3,Gaming,Large,18905,2.68,99.0,82.8,86.28,High
2024,Mexico,2,Financial Services,Medium,854,1.72,72.3,67.2,67.26,High
2024,United Kingdom,3,Automotive,Medium,578,2.79,95.2,86.1,85.09,High
2025,Singapore,3,Healthcare,Large,45775,2.79,87.3,96.2,97.0,High
2019,Nigeria,1,Retail,Large,31808,0.83,61.0,60.6,12.77,Low
2021,Germany,3,Gaming,Medium,679,2.78,94.3,94.9,70.68,High
2023,India,1,Government,Medium,295,1.27,71.1,45.8,52.35,Medium
2025,Mexico,2,Automotive,Small,16,2.66,74.4,66.5,52.33,Medium
2025,Morocco,1,Agriculture,Large,17159,1.59,46.8,47.0,43.11,Medium
2022,Singapore,3,Retail,Medium,958,2.23,86.1,95.5,52.49,Medium
2025,South Africa,1,Government,Large,18285,1.42,61.4,47.9,49.73,Medium
2021,United Kingdom,3,Media & Entertainment,Medium,291,2.42,99.0,100.0,60.62,High
2020,United Kingdom,3,Retail,Medium,147,2.77,97.9,100.0,50.29,Medium
2024,Germany,3,Education,Small,30,2.31,96.4,80.2,51.02,Medium
2019,Sweden,3,Financial Services,Small,37,2.69,99.0,99.2,28.73,Low
2021,Netherlands,3,Education,Large,36622,2.43,99.0,65.7,64.41,High
2020,Japan,3,Legal,Small,10,2.59,99.0,70.5,22.35,Low
2022,Mexico,2,Technology,Large,26420,1.96,71.9,60.3,57.04,High
2021,South Korea,3,Automotive,Large,30040,2.17,99.0,91.6,63.34,High
2019,Morocco,1,Media & Entertainment,Large,22673,1.54,59.1,40.3,16.95,Low
2024,Egypt,1,Technology,Large,3374,1.03,46.4,64.1,80.7,High
2018,Canada,3,Legal,Medium,276,2.61,99.0,100.0,11.26,Low
2018,Australia,3,Government,Small,54,2.82,98.7,78.7,2.0,Low
2018,Australia,3,Financial Services,Small,74,2.8,99.0,100.0,17.48,Low
2018,South Africa,1,Manufacturing,Medium,438,1.13,79.1,42.1,13.1,Low
2023,Germany,3,Legal,Small,44,2.75,86.1,75.8,41.8,Medium
2021,United States,3,Media & Entertainment,Large,41555,2.16,96.9,81.1,86.33,High
2023,South Africa,1,Manufacturing,Large,16187,1.21,56.9,48.5,46.88,Medium
2019,Australia,3,Healthcare,Small,65,2.37,97.0,82.4,17.75,Low
2021,United Kingdom,3,Technology,Small,94,2.57,96.7,77.4,48.48,Medium
2024,France,3,Financial Services,Large,19807,2.57,99.0,88.9,97.0,High
2022,United Kingdom,3,Agriculture,Medium,204,2.36,99.0,77.2,32.15,Medium
2023,United Kingdom,3,Gaming,Medium,940,2.94,99.0,88.9,91.5,High
2019,Germany,3,Education,Large,43120,2.24,91.7,100.0,45.78,Medium
2023,Netherlands,3,Government,Medium,544,2.74,99.0,89.3,52.08,Medium
2021,United Kingdom,3,Legal,Large,23113,2.43,99.0,88.4,56.92,High
2022,United Kingdom,3,Agriculture,Small,22,2.04,96.0,88.9,36.48,Medium
2021,Nigeria,1,Retail,Medium,410,1.87,62.9,52.0,16.51,Low
2022,Mexico,2,Automotive,Small,59,1.88,69.4,75.2,27.45,Low
2020,China,2,Government,Small,95,1.86,82.3,79.0,12.24,Low
2019,South Africa,1,Healthcare,Large,46583,1.21,54.8,55.2,27.94,Low
2020,France,3,Financial Services,Medium,199,2.47,98.2,83.9,49.66,Medium
2021,Israel,3,Manufacturing,Medium,980,2.47,96.7,93.4,71.91,High
2023,Morocco,1,Education,Large,11811,1.28,62.0,57.8,38.88,Medium
2020,Singapore,3,Automotive,Large,34061,2.4,86.9,100.0,75.85,High
2018,Brazil,2,Manufacturing,Large,23716,2.2,84.1,73.1,38.82,Medium
2021,Nigeria,1,Automotive,Large,30396,0.88,57.9,46.8,32.2,Medium
2025,India,1,Gaming,Small,42,1.3,55.9,57.2,72.59,High
2023,Japan,3,Legal,Small,35,2.17,75.1,89.2,45.5,Medium
2025,Egypt,1,Financial Services,Medium,876,0.86,66.4,44.4,64.49,High
2021,Mexico,2,Manufacturing,Medium,685,2.54,92.9,82.7,37.05,Medium
2024,United Kingdom,3,Automotive,Large,43684,2.74,99.0,92.4,97.0,High
2021,Mexico,2,Healthcare,Small,28,2.02,82.5,83.9,31.27,Medium
2025,India,1,Manufacturing,Large,9354,0.98,55.4,31.9,83.34,High
2024,Brazil,2,Manufacturing,Medium,435,2.03,69.7,80.9,66.23,High
2018,Egypt,1,Technology,Small,45,1.08,61.5,57.4,11.34,Low
2024,Japan,3,Healthcare,Medium,323,2.45,93.5,93.7,82.03,High
2024,Australia,3,Financial Services,Medium,970,2.87,99.0,94.9,75.85,High
2022,France,3,Agriculture,Small,49,2.33,98.9,91.1,19.47,Low
2022,United Kingdom,3,Financial Services,Small,81,2.4,95.4,98.4,47.84,Medium
2018,United Kingdom,3,Legal,Small,73,2.76,99.0,87.1,8.96,Low
2021,Israel,3,Education,Large,4389,3.06,99.0,86.0,78.21,High
2024,Australia,3,Agriculture,Small,76,2.67,87.5,77.2,47.42,Medium
2018,India,1,Retail,Medium,999,1.34,57.4,65.9,12.81,Low
2023,China,2,Manufacturing,Large,35716,2.46,77.4,75.7,87.11,High
2019,China,2,Legal,Large,38013,1.98,74.0,64.1,40.78,Medium
2023,Australia,3,Legal,Large,41562,2.92,92.8,94.9,65.23,High
2024,Nigeria,1,Media & Entertainment,Medium,314,1.31,60.6,47.8,46.52,Medium
2025,China,2,Technology,Small,40,1.94,92.9,72.6,81.09,High
2018,Sweden,3,Manufacturing,Small,53,2.85,99.0,98.8,12.8,Low
2022,South Korea,3,Manufacturing,Small,81,2.49,90.4,80.8,46.27,Medium
2018,Mexico,2,Retail,Small,12,1.97,90.9,52.0,3.26,Low
2020,Israel,3,Legal,Medium,730,3.24,90.5,90.1,38.22,Medium
2023,United Kingdom,3,Media & Entertainment,Small,25,3.24,96.7,97.9,53.8,Medium
2025,Canada,3,Agriculture,Medium,638,2.41,99.0,81.3,67.68,High
2019,Singapore,3,Automotive,Medium,675,2.73,94.4,95.2,45.33,Medium
2021,India,1,Government,Large,31396,1.05,57.4,41.8,33.1,Medium
2024,Egypt,1,Agriculture,Small,31,1.23,39.0,66.1,28.74,Low
2022,Germany,3,Government,Medium,420,2.64,91.6,100.0,44.17,Medium
2021,China,2,Media & Entertainment,Large,22037,1.45,69.1,55.4,77.06,High
2019,United States,3,Gaming,Small,47,2.94,99.0,88.0,29.55,Low
2022,United Kingdom,3,Government,Large,5833,2.97,95.4,87.5,64.37,High
2018,Sweden,3,Automotive,Medium,539,2.57,99.0,83.7,35.33,Medium
2018,India,1,Financial Services,Small,27,1.42,48.2,51.6,14.94,Low
2020,Singapore,3,Manufacturing,Small,19,2.72,93.5,86.2,35.63,Medium
2020,Japan,3,Healthcare,Large,26755,2.51,99.0,96.6,70.41,High
2021,France,3,Automotive,Large,12510,2.83,94.9,81.1,69.99,High
2019,Sweden,3,Agriculture,Large,1951,2.71,99.0,80.5,30.39,Medium
